question_id,is_signal,said_yes,confidence,judgment_correct,raw_response
gpqa_000,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_000,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_002,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_002,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_007,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_007,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_009,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_009,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_010,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_010,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_012,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_012,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_013,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_013,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_018,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_018,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_019,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_019,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_022,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_022,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_023,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_023,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_025,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_025,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_026,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_026,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_028,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_028,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_035,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_035,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_040,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_040,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_042,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_042,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_046,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_046,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_049,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_049,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_052,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_052,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_053,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_053,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_054,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_054,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_055,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_055,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_057,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_057,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_059,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_059,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_061,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_061,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_064,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_064,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_065,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_065,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_069,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_069,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_073,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_073,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_074,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_074,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_075,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_075,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_076,True,False,2,False,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_076,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
