question_id,detected,answered,score,raw_response
gpqa_000,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_002,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_007,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_009,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_010,True,True,0.6,"{""contradiction_detected"": true, ""contradiction_explanation"": ""Statement A is incorrect. While ORF3a is involved in apoptosis, the claim that it *specifically* triggers caspase-8 activation *without* affecting Bcl-2 expression is an oversimplification and not fully supported by current research. The relationship is more complex and involves multiple pathways."", ""answer"": ""A"", ""confidence"": 3}"
gpqa_012,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""A"", ""confidence"": 3}"
gpqa_013,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_018,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_019,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_022,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}"
gpqa_023,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_025,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_026,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_028,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_035,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_040,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_042,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_046,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_049,False,True,0.0,"```json
{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 3}
```"
