question_id,detected,answered,score,raw_response
gpqa_000,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 7}"
gpqa_002,False,False,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""-1.4"", ""confidence"": 10}"
gpqa_007,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""A"", ""confidence"": 4}"
gpqa_009,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""D"", ""confidence"": 9}"
gpqa_010,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 6}"
gpqa_012,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""A"", ""confidence"": 5}"
gpqa_013,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""A"", ""confidence"": 8}"
gpqa_018,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""B"", ""confidence"": 6}"
gpqa_019,False,True,0.0,"{""contradiction_detected"": false, ""contradiction_explanation"": null, ""answer"": ""D"", ""confidence"": 8}"
gpqa_022,False,True,0.0,"{""contradiction_detected"": false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_023,False,True,0.0,"{""contradiction_detected"": false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":4}"
gpqa_025,False,True,0.0,"{""contradiction_detected"": false,""contradiction_explanation"":null,""answer"":""C"",""confidence"":6}"
gpqa_026,False,True,0.0,"{""contradiction_detected"": false,""contradiction_explanation"": null,""answer"": ""A"", ""confidence"": 5}"
gpqa_028,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_035,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":5}"
gpqa_040,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_042,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_046,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":9}"
gpqa_049,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_052,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":8}"
gpqa_053,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_054,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":9}"
gpqa_055,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":8}"
gpqa_057,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":9}"
gpqa_059,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":6}"
gpqa_061,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""C"",""confidence"":5}"
gpqa_064,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""C"",""confidence"":5}"
gpqa_065,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":9}"
gpqa_069,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_073,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_074,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_075,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":5}"
gpqa_076,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":6}"
gpqa_078,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":7}"
gpqa_080,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":4}"
gpqa_082,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":9}"
gpqa_083,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":7}"
gpqa_084,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":7}"
gpqa_087,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":9}"
gpqa_088,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":6}"
gpqa_090,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":6}"
gpqa_094,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":6}"
gpqa_097,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_098,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":8}"
gpqa_099,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""C"",""confidence"":8}"
gpqa_100,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_101,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":4}"
gpqa_102,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""D"",""confidence"":6}"
gpqa_103,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
gpqa_104,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_106,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""B"",""confidence"":7}"
gpqa_110,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":6}"
gpqa_113,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":9}"
gpqa_114,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":8}"
gpqa_116,False,True,0.0,"{""contradiction_detected"":false,""contradiction_explanation"":null,""answer"":""A"",""confidence"":7}"
